Order Date,Region,State,City,Category,Sub-Category,Sales,Profit,Quantity,Customer Name,Segment
11-08-2024,West,California,San Diego,Furniture,Chairs,264.44,106.64,5,Matthew Jackson,Home Office
11-08-2024,West,Arizona,Phoenix,Technology,Copiers,1331.99,264.91,2,Anthony Davis,Corporate
11-08-2024,East,Massachusetts,Springfield,Technology,Copiers,79.68,24.56,1,Steven Lopez,Home Office
11-08-2024,West,Washington,Spokane,Office Supplies,Art,19.18,-4.29,2,Donald Miller,Corporate
11-08-2024,West,Colorado,Aurora,Furniture,Bookcases,732.61,166.78,2,Joseph Anderson,Consumer
12-08-2024,Central,Illinois,Naperville,Technology,Accessories,1137.8,364.58,2,Robert Miller,Corporate
12-08-2024,West,Colorado,Denver,Technology,Machines,473.34,140.64,2,Andrew Taylor,Consumer
12-08-2024,South,North Carolina,Charlotte,Technology,Accessories,468.74,90.61,2,Joseph Martinez,Consumer
12-08-2024,South,Florida,Miami,Office Supplies,Appliances,148.39,24.6,1,Richard Davis,Home Office
12-08-2024,West,California,Sacramento,Technology,Copiers,625.72,72.47,2,Mark Hernandez,Consumer
12-08-2024,Central,Illinois,Chicago,Office Supplies,Envelopes,93.09,15.55,1,Robert Lopez,Consumer
12-08-2024,East,New Jersey,Newark,Technology,Copiers,3409.85,1475.75,4,Steven Johnson,Home Office
12-08-2024,Central,Texas,Houston,Office Supplies,Paper,158.15,49.09,2,Mark Martinez,Corporate
13-08-2024,South,Georgia,Atlanta,Technology,Phones,2409.28,1044.13,3,Joseph Wilson,Consumer
13-08-2024,South,Florida,Miami,Furniture,Furnishings,1529.23,552.67,6,Andrew Anderson,Home Office
13-08-2024,East,Ohio,Cincinnati,Office Supplies,Appliances,308.98,101.28,3,Robert Moore,Consumer
13-08-2024,Central,Indiana,Fort Wayne,Technology,Phones,792.88,90.45,1,Daniel Wilson,Corporate
13-08-2024,West,California,San Diego,Furniture,Furnishings,201.87,42.62,2,Joshua Davis,Home Office
13-08-2024,East,New York,Buffalo,Office Supplies,Paper,241.84,84.94,4,Charles Williams,Corporate
13-08-2024,East,New Jersey,Paterson,Office Supplies,Art,104.92,34.93,3,Charles Moore,Corporate
13-08-2024,West,Colorado,Aurora,Technology,Copiers,468.63,217.2,4,William Martinez,Consumer
13-08-2024,West,California,San Francisco,Furniture,Tables,2109.01,-491.94,4,Richard Moore,Home Office
14-08-2024,Central,Wisconsin,Green Bay,Technology,Accessories,5913.08,2579.05,9,Anthony Miller,Consumer
14-08-2024,West,Arizona,Mesa,Technology,Accessories,1103.65,536.04,1,John Davis,Consumer
14-08-2024,West,California,San Francisco,Furniture,Tables,124.72,48.46,4,John Martin,Home Office
14-08-2024,Central,Illinois,Aurora,Furniture,Bookcases,1492.22,500.7,3,Mark Anderson,Home Office
14-08-2024,South,North Carolina,Charlotte,Technology,Accessories,837.41,-192.38,2,Donald Jackson,Corporate
14-08-2024,East,New Jersey,Newark,Furniture,Bookcases,512.43,103.04,2,Jane Anderson,Consumer
14-08-2024,South,Florida,Jacksonville,Furniture,Tables,230.31,39.66,2,Charles Williams,Consumer
14-08-2024,South,Georgia,Atlanta,Furniture,Furnishings,1664.82,318.06,9,Paul Wilson,Corporate
14-08-2024,West,Arizona,Phoenix,Office Supplies,Binders,398.9,-33.95,3,Mark Hernandez,Consumer
14-08-2024,West,Arizona,Mesa,Office Supplies,Art,219.12,77.69,3,Thomas Jones,Corporate
15-08-2024,South,Georgia,Columbus,Office Supplies,Storage,119.36,37.25,2,Thomas Jackson,Corporate
15-08-2024,West,Oregon,Salem,Technology,Accessories,358.98,126.86,1,Anthony Jackson,Consumer
15-08-2024,West,Arizona,Mesa,Technology,Phones,236.35,-57.01,1,Joshua Williams,Consumer
15-08-2024,Central,Indiana,Evansville,Furniture,Furnishings,1736.46,438.07,14,Andrew Gonzalez,Corporate
15-08-2024,East,Massachusetts,Boston,Furniture,Tables,1937.71,408.87,4,Donald Thomas,Consumer
15-08-2024,South,Florida,Tampa,Office Supplies,Binders,213.93,82.42,3,Matthew Jackson,Home Office
15-08-2024,Central,Illinois,Chicago,Office Supplies,Envelopes,20.75,-5.04,4,Joseph Williams,Consumer
15-08-2024,South,Virginia,Virginia Beach,Furniture,Bookcases,1255.7,186.52,3,Andrew Johnson,Home Office
15-08-2024,East,New Jersey,Newark,Office Supplies,Envelopes,432.04,87.45,3,Andrew Wilson,Home Office
15-08-2024,Central,Michigan,Grand Rapids,Office Supplies,Envelopes,206.78,48.72,2,Jane Taylor,Corporate
16-08-2024,East,Pennsylvania,Pittsburgh,Office Supplies,Art,899.75,176.64,9,Paul Rodriguez,Home Office
16-08-2024,East,Massachusetts,Springfield,Furniture,Chairs,1700.35,631.63,3,William Williams,Corporate
16-08-2024,South,Georgia,Columbus,Technology,Phones,2324.33,-247.1,5,Matthew Moore,Home Office
16-08-2024,Central,Wisconsin,Milwaukee,Furniture,Furnishings,625.95,75.74,4,Jane Johnson,Consumer
16-08-2024,East,New Jersey,Newark,Furniture,Chairs,998.1,305.01,4,William Johnson,Corporate
16-08-2024,East,Massachusetts,Springfield,Technology,Copiers,1614.08,551.24,3,Paul Martinez,Corporate
16-08-2024,East,Ohio,Cleveland,Technology,Phones,418.23,200.51,1,Richard Williams,Corporate
16-08-2024,East,New York,New York City,Technology,Phones,3159.46,-572.3,3,Andrew Jones,Corporate
16-08-2024,South,Florida,Miami,Furniture,Bookcases,498.45,243.76,1,David Williams,Corporate
16-08-2024,East,New Jersey,Jersey City,Technology,Phones,1822.32,643.88,2,John Lopez,Consumer
16-08-2024,West,Washington,Seattle,Furniture,Chairs,4465.89,572.3,14,Christopher Brown,Consumer
17-08-2024,South,Tennessee,Knoxville,Furniture,Tables,2147.11,230.74,5,Matthew Martin,Home Office
17-08-2024,South,Georgia,Atlanta,Office Supplies,Binders,100.53,10.7,1,Andrew Gonzalez,Corporate
17-08-2024,Central,Texas,San Antonio,Technology,Accessories,3399.12,-589.73,5,Christopher Jones,Consumer
17-08-2024,East,New York,Buffalo,Furniture,Tables,2463,1091.66,5,David Hernandez,Consumer
17-08-2024,Central,Michigan,Grand Rapids,Office Supplies,Appliances,134.07,37.14,1,Steven Smith,Corporate
17-08-2024,Central,Wisconsin,Madison,Furniture,Chairs,1001.2,114.46,3,John Davis,Home Office
17-08-2024,Central,Michigan,Grand Rapids,Furniture,Tables,1604.37,543.53,3,Joshua Hernandez,Home Office
17-08-2024,Central,Texas,Austin,Furniture,Tables,580.42,119.32,6,Mary Williams,Home Office
17-08-2024,East,Massachusetts,Springfield,Furniture,Furnishings,171.46,29.82,1,John Jackson,Consumer
17-08-2024,West,Arizona,Phoenix,Technology,Machines,2285.9,957.68,9,Thomas Williams,Consumer
18-08-2024,East,Pennsylvania,Allentown,Furniture,Furnishings,450.86,118.91,1,Anthony Garcia,Consumer
18-08-2024,East,Pennsylvania,Pittsburgh,Furniture,Chairs,1303.76,610.3,6,John Garcia,Consumer
18-08-2024,South,North Carolina,Charlotte,Technology,Phones,1689.18,-256.08,4,Andrew Taylor,Consumer
18-08-2024,South,Georgia,Atlanta,Technology,Machines,275.98,36.69,1,Mary Williams,Home Office
18-08-2024,West,California,San Diego,Technology,Phones,3460.08,1481.13,4,Andrew Jackson,Corporate
18-08-2024,West,Arizona,Mesa,Technology,Accessories,103.68,47.43,1,Andrew Gonzalez,Corporate
18-08-2024,East,Ohio,Columbus,Technology,Copiers,3367.56,1163.27,4,Christopher Jones,Corporate
18-08-2024,East,New Jersey,Newark,Technology,Phones,6951.93,1165.76,6,Richard Rodriguez,Home Office
18-08-2024,West,Washington,Tacoma,Furniture,Chairs,396.31,155.74,5,Christopher Williams,Corporate
18-08-2024,West,Arizona,Tucson,Furniture,Bookcases,512.11,-55.29,5,Thomas Taylor,Consumer
18-08-2024,South,Virginia,Richmond,Technology,Phones,4631.91,785.84,7,Richard Rodriguez,Home Office
19-08-2024,Central,Illinois,Naperville,Furniture,Tables,368.3,167.89,3,Joshua Davis,Home Office
19-08-2024,West,California,San Francisco,Office Supplies,Appliances,138.44,62.37,4,Andrew Martinez,Consumer
19-08-2024,West,Oregon,Salem,Technology,Accessories,776.46,274.66,1,Anthony Jones,Corporate
19-08-2024,West,California,Los Angeles,Office Supplies,Storage,12.64,2.74,2,Mary Lopez,Home Office
19-08-2024,East,New Jersey,Newark,Office Supplies,Appliances,414.87,198.76,5,David Brown,Corporate
19-08-2024,West,Washington,Tacoma,Technology,Copiers,3557.48,1553.57,4,Richard Brown,Corporate
19-08-2024,West,Oregon,Portland,Office Supplies,Envelopes,284.58,39.08,2,William Williams,Consumer
19-08-2024,Central,Wisconsin,Madison,Office Supplies,Storage,141.12,44.58,1,Andrew Lopez,Corporate
20-08-2024,Central,Wisconsin,Madison,Technology,Machines,2443.34,610.02,3,Richard Johnson,Home Office
20-08-2024,South,North Carolina,Greensboro,Office Supplies,Art,121.24,48.25,1,Steven Martin,Home Office
20-08-2024,East,Massachusetts,Worcester,Office Supplies,Appliances,239.31,68.85,2,William Brown,Consumer
20-08-2024,Central,Illinois,Naperville,Office Supplies,Art,385.54,108.82,6,Charles Moore,Consumer
20-08-2024,West,Washington,Seattle,Furniture,Furnishings,795.59,80.7,6,Mark Lopez,Corporate
20-08-2024,Central,Indiana,Indianapolis,Technology,Phones,666.61,108.52,3,Steven Davis,Consumer
20-08-2024,East,Pennsylvania,Allentown,Office Supplies,Art,1018.57,246.03,7,Thomas Taylor,Corporate
20-08-2024,West,Washington,Spokane,Office Supplies,Storage,29.03,5.33,1,Matthew Hernandez,Consumer
21-08-2024,South,Florida,Tampa,Furniture,Bookcases,2358.85,968.74,7,Daniel Lopez,Consumer
21-08-2024,South,Virginia,Norfolk,Office Supplies,Appliances,132.96,59.85,1,Jane Johnson,Corporate
21-08-2024,South,Tennessee,Nashville,Technology,Machines,1446.62,194.97,2,Joshua Hernandez,Home Office
21-08-2024,South,Tennessee,Nashville,Technology,Accessories,1926.85,814.22,4,Donald Miller,Home Office
21-08-2024,Central,Texas,Austin,Office Supplies,Binders,334.87,121.27,4,Christopher Brown,Home Office
21-08-2024,East,Pennsylvania,Allentown,Technology,Machines,287.69,112.22,2,Andrew Davis,Consumer
21-08-2024,East,New York,New York City,Furniture,Tables,402.86,177.16,1,Matthew Smith,Home Office
21-08-2024,South,Georgia,Augusta,Office Supplies,Appliances,62.9,14.88,3,Paul Martinez,Home Office
21-08-2024,Central,Wisconsin,Green Bay,Furniture,Furnishings,2273.87,543.56,4,Andrew Taylor,Corporate
21-08-2024,South,Virginia,Richmond,Technology,Copiers,3120.6,1335.36,4,Anthony Gonzalez,Home Office
22-08-2024,Central,Texas,Houston,Technology,Machines,3348.48,1467.37,8,Anthony Davis,Home Office
22-08-2024,West,Oregon,Eugene,Office Supplies,Art,681.12,198.51,8,William Williams,Consumer
22-08-2024,West,Arizona,Tucson,Technology,Copiers,888.83,216.52,1,Matthew Davis,Home Office
22-08-2024,East,Pennsylvania,Allentown,Furniture,Tables,210.95,79.15,6,John Jackson,Home Office
22-08-2024,Central,Wisconsin,Green Bay,Furniture,Furnishings,607.39,297.3,2,Charles Martin,Corporate
22-08-2024,South,Tennessee,Nashville,Technology,Machines,3873.82,418.59,4,Andrew Taylor,Home Office
22-08-2024,Central,Illinois,Chicago,Technology,Accessories,1213.81,292.52,3,Matthew Brown,Home Office
22-08-2024,East,New Jersey,Jersey City,Technology,Phones,943.36,462.8,2,David Jones,Corporate
22-08-2024,West,Oregon,Portland,Furniture,Furnishings,648.04,120.91,2,Anthony Wilson,Corporate
22-08-2024,Central,Michigan,Warren,Technology,Accessories,1996.27,473.64,4,Christopher Rodriguez,Corporate
22-08-2024,West,Colorado,Colorado Springs,Furniture,Chairs,647.12,272.91,2,Matthew Jones,Consumer
22-08-2024,East,Pennsylvania,Allentown,Technology,Copiers,2337.71,388.82,3,Robert Lopez,Consumer
23-08-2024,Central,Illinois,Aurora,Office Supplies,Binders,293.88,117.55,5,Joshua Davis,Home Office
23-08-2024,South,Tennessee,Knoxville,Office Supplies,Appliances,224.06,73.8,2,Christopher Lopez,Home Office
23-08-2024,Central,Texas,Austin,Furniture,Tables,493.26,114.34,2,Joshua Lopez,Consumer
23-08-2024,South,Florida,Miami,Technology,Phones,345.94,-51.19,4,Steven Jones,Home Office
23-08-2024,East,Ohio,Cincinnati,Office Supplies,Binders,532.48,180.43,5,Mark Brown,Consumer
23-08-2024,West,Arizona,Phoenix,Office Supplies,Art,1122.41,-196.15,9,Joshua Smith,Consumer
23-08-2024,West,California,Sacramento,Technology,Copiers,635.21,305.3,1,Jane Johnson,Consumer
23-08-2024,South,Florida,Orlando,Technology,Accessories,1951.84,925.71,2,Joshua Brown,Consumer
23-08-2024,West,Colorado,Aurora,Furniture,Furnishings,747.51,359.34,2,William Martinez,Corporate
23-08-2024,East,New Jersey,Newark,Technology,Machines,1444.17,173.62,2,Jane Johnson,Corporate
24-08-2024,South,Virginia,Norfolk,Office Supplies,Envelopes,189.7,54.16,2,David Williams,Home Office
24-08-2024,Central,Indiana,Evansville,Technology,Machines,5741.71,2170.41,6,Andrew Anderson,Home Office
24-08-2024,Central,Illinois,Naperville,Furniture,Tables,579.25,184.88,2,Mary Martinez,Corporate
24-08-2024,Central,Indiana,Fort Wayne,Office Supplies,Appliances,610.29,149.8,7,Jane Williams,Home Office
24-08-2024,South,Tennessee,Memphis,Office Supplies,Binders,136.69,65.15,1,Anthony Taylor,Corporate
24-08-2024,South,Georgia,Augusta,Technology,Accessories,2738.5,439.67,3,William Lopez,Corporate
24-08-2024,South,Virginia,Richmond,Office Supplies,Envelopes,158.7,-18.97,3,Thomas Hernandez,Home Office
25-08-2024,East,Ohio,Columbus,Office Supplies,Appliances,380.97,65.71,4,Donald Lopez,Consumer
25-08-2024,South,Virginia,Norfolk,Furniture,Furnishings,544.47,221.54,2,John Davis,Consumer
25-08-2024,East,Massachusetts,Springfield,Office Supplies,Appliances,126.6,63.25,1,Matthew Smith,Home Office
25-08-2024,South,Georgia,Columbus,Furniture,Tables,2490.37,589.96,5,Steven Martin,Consumer
25-08-2024,South,Florida,Miami,Technology,Accessories,188.4,81.76,2,Anthony Williams,Corporate
25-08-2024,South,Virginia,Norfolk,Furniture,Bookcases,846.16,247,3,Mark Anderson,Corporate
25-08-2024,East,Ohio,Cincinnati,Technology,Machines,3250.1,1258.08,3,Anthony Rodriguez,Consumer
25-08-2024,South,Georgia,Atlanta,Furniture,Tables,392.99,54.75,2,Steven Jones,Consumer
25-08-2024,South,Virginia,Norfolk,Office Supplies,Appliances,117.69,47.76,3,Thomas Taylor,Corporate
25-08-2024,East,Massachusetts,Worcester,Technology,Copiers,4820.22,2333.59,5,Mark Hernandez,Home Office
25-08-2024,West,Oregon,Eugene,Technology,Accessories,3415.24,1079.91,8,Joseph Martinez,Consumer
25-08-2024,South,Tennessee,Memphis,Furniture,Bookcases,3554.53,861.01,6,William Smith,Consumer
26-08-2024,Central,Illinois,Chicago,Office Supplies,Art,471.81,141.72,5,Andrew Taylor,Consumer
26-08-2024,Central,Michigan,Grand Rapids,Technology,Machines,3001.53,836.55,4,Thomas Moore,Home Office
26-08-2024,East,Massachusetts,Boston,Technology,Phones,1836.59,784.48,5,John Jones,Home Office
26-08-2024,Central,Illinois,Aurora,Technology,Accessories,504.28,-78.62,5,Mary Lopez,Corporate
26-08-2024,South,Georgia,Columbus,Office Supplies,Binders,133.32,59.36,2,Mark Johnson,Corporate
26-08-2024,West,California,San Francisco,Furniture,Chairs,535.8,67.57,1,John Williams,Home Office
26-08-2024,East,Pennsylvania,Philadelphia,Furniture,Furnishings,965.7,307.83,4,William Jones,Corporate
26-08-2024,East,New Jersey,Paterson,Technology,Accessories,394.5,47.88,2,David Williams,Home Office
26-08-2024,West,Oregon,Eugene,Furniture,Bookcases,345.31,74.17,1,Anthony Jones,Home Office
27-08-2024,East,Pennsylvania,Pittsburgh,Office Supplies,Paper,424.78,205.59,3,Robert Williams,Consumer
27-08-2024,Central,Texas,San Antonio,Furniture,Tables,1554.08,-145.98,3,William Williams,Consumer
27-08-2024,South,North Carolina,Greensboro,Technology,Phones,2983.3,321.45,6,Charles Miller,Home Office
27-08-2024,Central,Wisconsin,Green Bay,Office Supplies,Art,273.19,48.97,3,David Garcia,Corporate
27-08-2024,West,California,San Diego,Technology,Copiers,3401.02,1203.15,9,Anthony Jackson,Corporate
27-08-2024,East,Pennsylvania,Pittsburgh,Technology,Machines,4727.99,2046.77,6,John Davis,Home Office
27-08-2024,Central,Wisconsin,Milwaukee,Technology,Phones,3047.77,-484.37,3,Paul Anderson,Consumer
28-08-2024,South,Georgia,Columbus,Furniture,Furnishings,1128,-136.63,8,Thomas Martinez,Consumer
28-08-2024,Central,Wisconsin,Green Bay,Technology,Machines,1130.03,345.72,1,Mary Johnson,Consumer
28-08-2024,West,California,San Diego,Furniture,Bookcases,1381.27,310.4,4,Andrew Lopez,Home Office
28-08-2024,West,Arizona,Mesa,Office Supplies,Envelopes,215.9,-13.23,4,Joseph Davis,Consumer
28-08-2024,Central,Texas,Austin,Office Supplies,Envelopes,59.98,21.27,1,John Johnson,Corporate
28-08-2024,East,Ohio,Columbus,Furniture,Furnishings,2081.01,603.57,5,Charles Jackson,Corporate
28-08-2024,East,Massachusetts,Springfield,Technology,Accessories,393.3,92.15,5,John Jones,Corporate
28-08-2024,East,New Jersey,Jersey City,Technology,Phones,3005.69,599.35,6,Joseph Wilson,Home Office
28-08-2024,East,Ohio,Cincinnati,Office Supplies,Art,174.34,54.75,2,Steven Taylor,Consumer
29-08-2024,East,Ohio,Columbus,Office Supplies,Storage,34.73,9.51,1,Steven Lopez,Corporate
29-08-2024,South,Georgia,Atlanta,Furniture,Chairs,1701.3,759.34,3,William Gonzalez,Home Office
29-08-2024,West,Arizona,Phoenix,Furniture,Chairs,1945.76,740.89,4,Andrew Martin,Corporate
29-08-2024,South,Florida,Orlando,Technology,Accessories,1618.17,719.82,2,Andrew Davis,Corporate
29-08-2024,South,Virginia,Richmond,Technology,Copiers,1845.64,602.02,4,Thomas Jones,Home Office
29-08-2024,East,New York,New York City,Furniture,Chairs,561.9,226.74,4,Joseph Martinez,Consumer
29-08-2024,West,Oregon,Portland,Technology,Accessories,8142.37,1653.22,9,Jane Smith,Home Office
29-08-2024,West,Colorado,Colorado Springs,Technology,Phones,419.14,84.61,2,Donald Gonzalez,Consumer
29-08-2024,Central,Wisconsin,Madison,Technology,Phones,4983.94,2020.55,5,Robert Martin,Home Office
29-08-2024,East,New York,Buffalo,Furniture,Furnishings,198.79,43.9,1,Steven Martinez,Home Office
29-08-2024,West,Colorado,Colorado Springs,Furniture,Tables,3430.82,-183.53,6,Richard Brown,Consumer
29-08-2024,Central,Wisconsin,Green Bay,Furniture,Tables,1056.57,192.44,2,Daniel Moore,Corporate
29-08-2024,Central,Michigan,Detroit,Furniture,Chairs,534.54,66.76,1,Charles Jackson,Corporate
30-08-2024,South,North Carolina,Charlotte,Office Supplies,Binders,518.87,193.79,4,David Martin,Home Office
30-08-2024,Central,Wisconsin,Madison,Office Supplies,Storage,159.12,43.69,2,John Jones,Consumer
30-08-2024,East,New York,Buffalo,Office Supplies,Appliances,377.54,124.32,7,Joseph Davis,Corporate
30-08-2024,East,Ohio,Cleveland,Furniture,Furnishings,970.81,226.97,3,Mary Anderson,Corporate
30-08-2024,West,Oregon,Salem,Office Supplies,Appliances,477.6,180.44,6,Steven Lopez,Corporate
30-08-2024,Central,Illinois,Chicago,Furniture,Bookcases,1207.92,270.73,7,Daniel Jones,Home Office
30-08-2024,Central,Illinois,Aurora,Technology,Phones,1609.38,802.68,4,Joseph Smith,Home Office
30-08-2024,Central,Michigan,Detroit,Office Supplies,Binders,491.23,109.2,4,Jane Martin,Home Office
30-08-2024,East,Ohio,Cincinnati,Office Supplies,Binders,182.9,71.39,2,Steven Jones,Home Office
30-08-2024,Central,Indiana,Fort Wayne,Furniture,Bookcases,3497.62,1465.39,6,Mark Thomas,Corporate
30-08-2024,West,California,San Francisco,Technology,Accessories,6864.76,1585.38,8,Robert Miller,Home Office
30-08-2024,Central,Wisconsin,Madison,Office Supplies,Appliances,115.07,-15.54,1,David Moore,Corporate
31-08-2024,Central,Michigan,Warren,Technology,Phones,405.99,172.32,1,Robert Taylor,Home Office
31-08-2024,West,California,San Diego,Technology,Accessories,765.47,325.79,3,Andrew Jones,Home Office
31-08-2024,South,Georgia,Columbus,Office Supplies,Paper,72.54,25.32,7,Jane Jackson,Corporate
01-09-2024,East,New York,New York City,Technology,Accessories,3057.24,981.21,6,Andrew Gonzalez,Consumer
01-09-2024,South,Virginia,Virginia Beach,Office Supplies,Art,320.87,131.37,7,Richard Williams,Home Office
01-09-2024,South,Florida,Jacksonville,Furniture,Furnishings,415.5,160.87,3,William Rodriguez,Home Office
01-09-2024,East,Pennsylvania,Philadelphia,Office Supplies,Envelopes,86.43,24.2,3,Thomas Martinez,Home Office
01-09-2024,East,Massachusetts,Worcester,Office Supplies,Art,387.44,178.74,4,Richard Garcia,Home Office
01-09-2024,West,Washington,Seattle,Furniture,Furnishings,1331.78,480.59,5,Daniel Taylor,Home Office
02-09-2024,West,Colorado,Aurora,Office Supplies,Art,178.54,56.83,3,John Jones,Home Office
02-09-2024,South,Tennessee,Memphis,Furniture,Furnishings,733.86,109.61,2,Anthony Thomas,Home Office
02-09-2024,East,New Jersey,Newark,Technology,Copiers,1649.65,779.14,3,John Williams,Corporate
02-09-2024,Central,Wisconsin,Milwaukee,Technology,Phones,2061.09,928.77,4,Mark Hernandez,Consumer
02-09-2024,East,Massachusetts,Springfield,Office Supplies,Art,379.85,55.46,6,David Jones,Home Office
02-09-2024,South,Tennessee,Nashville,Technology,Machines,897.4,407.92,5,Steven Gonzalez,Consumer
02-09-2024,Central,Indiana,Fort Wayne,Technology,Phones,335.56,149.05,2,David Jones,Consumer
02-09-2024,South,Florida,Orlando,Furniture,Furnishings,69.1,11.34,1,Robert Williams,Consumer
02-09-2024,East,Massachusetts,Springfield,Technology,Copiers,1661.08,203.88,8,Joshua Gonzalez,Corporate
02-09-2024,East,New York,New York City,Office Supplies,Binders,341.75,111.5,6,David Williams,Consumer
03-09-2024,South,Tennessee,Memphis,Furniture,Bookcases,599.9,141.27,1,Matthew Martin,Consumer
03-09-2024,West,Oregon,Eugene,Technology,Machines,684.6,-168.09,1,Paul Martinez,Corporate
03-09-2024,Central,Michigan,Grand Rapids,Technology,Copiers,636.41,175.15,1,Matthew Jackson,Corporate
03-09-2024,East,New Jersey,Jersey City,Office Supplies,Art,136.59,27.13,1,Paul Rodriguez,Corporate
03-09-2024,East,Massachusetts,Boston,Technology,Copiers,4388,902.75,6,William Lopez,Corporate
03-09-2024,East,Massachusetts,Boston,Office Supplies,Envelopes,79.64,17.6,7,Joseph Wilson,Corporate
03-09-2024,Central,Indiana,Fort Wayne,Office Supplies,Binders,316.71,34.18,3,David Miller,Home Office
03-09-2024,East,Ohio,Columbus,Furniture,Chairs,702.42,224.34,2,Richard Rodriguez,Consumer
04-09-2024,West,Arizona,Tucson,Technology,Phones,371.71,162.97,2,Robert Gonzalez,Corporate
04-09-2024,South,Virginia,Virginia Beach,Technology,Accessories,3047.38,1280.15,3,John Garcia,Consumer
04-09-2024,East,Pennsylvania,Allentown,Furniture,Bookcases,971.37,169.68,2,John Smith,Corporate
04-09-2024,South,Tennessee,Knoxville,Furniture,Bookcases,1783.32,201.15,3,William Gonzalez,Consumer
04-09-2024,East,New York,New York City,Technology,Copiers,442.79,211.58,1,Thomas Taylor,Corporate
04-09-2024,Central,Texas,Dallas,Office Supplies,Paper,71.13,18.37,3,John Martin,Corporate
04-09-2024,West,California,San Francisco,Technology,Machines,1774.61,-273.4,5,Andrew Moore,Corporate
04-09-2024,South,Georgia,Augusta,Technology,Accessories,5141.99,1351.5,5,Joseph Brown,Consumer
05-09-2024,Central,Wisconsin,Green Bay,Technology,Phones,3069.35,883.28,4,Joshua Lopez,Home Office
05-09-2024,South,Georgia,Atlanta,Furniture,Tables,916.62,199.99,6,Mark Thomas,Corporate
05-09-2024,Central,Texas,Austin,Furniture,Furnishings,363.66,149.89,1,Donald Thomas,Consumer
05-09-2024,South,North Carolina,Charlotte,Office Supplies,Binders,100.9,48.49,1,Joshua Miller,Home Office
05-09-2024,West,California,Sacramento,Office Supplies,Storage,561.92,206.55,8,Mark Thomas,Home Office
05-09-2024,South,Virginia,Virginia Beach,Technology,Accessories,2672.22,444.38,6,Christopher Jones,Consumer
05-09-2024,South,Tennessee,Nashville,Technology,Phones,571.97,183.88,3,William Rodriguez,Consumer
05-09-2024,West,Arizona,Phoenix,Office Supplies,Storage,192.74,96.08,2,William Miller,Home Office
05-09-2024,East,Massachusetts,Boston,Technology,Copiers,260.97,69.61,3,Mark Anderson,Consumer
06-09-2024,East,Pennsylvania,Allentown,Technology,Phones,3284.92,460.1,4,Daniel Taylor,Consumer
06-09-2024,West,Washington,Spokane,Furniture,Chairs,221.24,45.82,1,David Gonzalez,Corporate
06-09-2024,Central,Indiana,Evansville,Technology,Accessories,2132.29,-324.39,4,David Lopez,Consumer
06-09-2024,West,Arizona,Tucson,Furniture,Bookcases,1753.21,-148.41,6,Joshua Davis,Corporate
06-09-2024,South,North Carolina,Raleigh,Office Supplies,Binders,165.18,46.13,2,Joseph Hernandez,Corporate
06-09-2024,East,New Jersey,Jersey City,Furniture,Furnishings,1088.3,404.62,4,John Smith,Home Office
06-09-2024,South,Georgia,Columbus,Office Supplies,Appliances,36.34,14.78,1,Matthew Gonzalez,Consumer
06-09-2024,Central,Texas,Houston,Furniture,Furnishings,177,56.88,2,Richard Martinez,Consumer
06-09-2024,West,Oregon,Eugene,Furniture,Tables,954.54,191.41,2,Thomas Martinez,Home Office
06-09-2024,West,Arizona,Tucson,Furniture,Tables,786.02,367.64,7,John Williams,Consumer
06-09-2024,West,Oregon,Salem,Office Supplies,Storage,86.52,25.23,1,Paul Gonzalez,Corporate
06-09-2024,Central,Michigan,Detroit,Technology,Machines,4664.55,1094.11,4,John Garcia,Corporate
07-09-2024,South,Florida,Tampa,Technology,Accessories,1524.48,300.3,5,Richard Brown,Consumer
07-09-2024,South,Virginia,Richmond,Office Supplies,Binders,430,55.24,3,John Davis,Consumer
07-09-2024,South,Virginia,Virginia Beach,Office Supplies,Art,417.41,-29.29,4,John Johnson,Home Office
07-09-2024,Central,Wisconsin,Milwaukee,Office Supplies,Art,599.85,218.56,5,Daniel Wilson,Home Office
07-09-2024,Central,Wisconsin,Green Bay,Furniture,Tables,2143.51,342.13,4,John Garcia,Consumer
07-09-2024,East,Ohio,Cleveland,Office Supplies,Art,323.25,106.83,6,Donald Rodriguez,Consumer
07-09-2024,West,Oregon,Salem,Technology,Accessories,624.6,115.8,2,Richard Thomas,Corporate
07-09-2024,South,Florida,Jacksonville,Furniture,Furnishings,1129.06,525.59,3,Thomas Hernandez,Corporate
07-09-2024,South,Georgia,Augusta,Furniture,Furnishings,626.51,-77.77,5,John Smith,Consumer
07-09-2024,Central,Texas,San Antonio,Technology,Accessories,3070.87,-528.26,3,Andrew Johnson,Consumer
08-09-2024,South,North Carolina,Raleigh,Office Supplies,Storage,30.03,13.11,2,Christopher Thomas,Consumer
08-09-2024,Central,Michigan,Grand Rapids,Technology,Phones,673.32,201.72,1,Thomas Anderson,Consumer
08-09-2024,South,North Carolina,Charlotte,Technology,Copiers,3030.17,1170.32,7,Andrew Moore,Corporate
08-09-2024,South,North Carolina,Greensboro,Technology,Phones,2137.62,842.44,2,Joshua Gonzalez,Home Office
08-09-2024,South,Florida,Orlando,Technology,Accessories,2478.7,1018.95,4,Charles Martin,Consumer
08-09-2024,West,Arizona,Mesa,Office Supplies,Paper,810.74,336.86,9,Richard Williams,Consumer
